paraphrase,template_id,prop,possible_answers,id
Indrek Pertelson is associated with what sport?,6,sport,"[""judo""]",511422
What sport does Sol Ky-Ong play?,0,sport,"[""judo""]",632979
What does Sol Ky-Ong play?,1,sport,"[""judo""]",632979
Sol Ky-Ong plays what sport?,2,sport,"[""judo""]",632979
What is Sol Ky-Ong's sport?,3,sport,"[""judo""]",632979
What athletic activity is Sol Ky-Ong associated with?,4,sport,"[""judo""]",632979
What sport is Sol Ky-Ong associated with?,5,sport,"[""judo""]",632979
Sol Ky-Ong is associated with what sport?,6,sport,"[""judo""]",632979
What sport does Saidi Tama Nduwimana play?,0,sport,"[""association football"", ""football"", ""soccer""]",960218
What does Saidi Tama Nduwimana play?,1,sport,"[""association football"", ""football"", ""soccer""]",960218
Saidi Tama Nduwimana plays what sport?,2,sport,"[""association football"", ""football"", ""soccer""]",960218
What is Saidi Tama Nduwimana's sport?,3,sport,"[""association football"", ""football"", ""soccer""]",960218
What athletic activity is Saidi Tama Nduwimana associated with?,4,sport,"[""association football"", ""football"", ""soccer""]",960218
What sport is Saidi Tama Nduwimana associated with?,5,sport,"[""association football"", ""football"", ""soccer""]",960218
Saidi Tama Nduwimana is associated with what sport?,6,sport,"[""association football"", ""football"", ""soccer""]",960218
What sport does Luis Rivera play?,0,sport,"[""artistic gymnastics"", ""qymnastics sports""]",5034142
What does Luis Rivera play?,1,sport,"[""artistic gymnastics"", ""qymnastics sports""]",5034142
Luis Rivera plays what sport?,2,sport,"[""artistic gymnastics"", ""qymnastics sports""]",5034142
What is Luis Rivera's sport?,3,sport,"[""artistic gymnastics"", ""qymnastics sports""]",5034142
What athletic activity is Luis Rivera associated with?,4,sport,"[""artistic gymnastics"", ""qymnastics sports""]",5034142
What sport is Luis Rivera associated with?,5,sport,"[""artistic gymnastics"", ""qymnastics sports""]",5034142
Luis Rivera is associated with what sport?,6,sport,"[""artistic gymnastics"", ""qymnastics sports""]",5034142
What sport does 2006–07 Primera B Nacional play?,0,sport,"[""association football"", ""football"", ""soccer""]",6397999
What does 2006–07 Primera B Nacional play?,1,sport,"[""association football"", ""football"", ""soccer""]",6397999
2006–07 Primera B Nacional plays what sport?,2,sport,"[""association football"", ""football"", ""soccer""]",6397999
What is 2006–07 Primera B Nacional's sport?,3,sport,"[""association football"", ""football"", ""soccer""]",6397999
What athletic activity is 2006–07 Primera B Nacional associated with?,4,sport,"[""association football"", ""football"", ""soccer""]",6397999
What sport is 2006–07 Primera B Nacional associated with?,5,sport,"[""association football"", ""football"", ""soccer""]",6397999
2006–07 Primera B Nacional is associated with what sport?,6,sport,"[""association football"", ""football"", ""soccer""]",6397999
What sport does Grantham Town F.C. play?,0,sport,"[""association football"", ""football"", ""soccer""]",1363357
What does Grantham Town F.C. play?,1,sport,"[""association football"", ""football"", ""soccer""]",1363357
Grantham Town F.C. plays what sport?,2,sport,"[""association football"", ""football"", ""soccer""]",1363357
What is Grantham Town F.C.'s sport?,3,sport,"[""association football"", ""football"", ""soccer""]",1363357
What athletic activity is Grantham Town F.C. associated with?,4,sport,"[""association football"", ""football"", ""soccer""]",1363357
What sport is Grantham Town F.C. associated with?,5,sport,"[""association football"", ""football"", ""soccer""]",1363357
Grantham Town F.C. is associated with what sport?,6,sport,"[""association football"", ""football"", ""soccer""]",1363357
What sport does Willie McCarter play?,0,sport,"[""basketball"", ""hoops"", ""b-ball"", ""basket ball"", ""BB"", ""Basketball""]",2947075
What does Willie McCarter play?,1,sport,"[""basketball"", ""hoops"", ""b-ball"", ""basket ball"", ""BB"", ""Basketball""]",2947075
Willie McCarter plays what sport?,2,sport,"[""basketball"", ""hoops"", ""b-ball"", ""basket ball"", ""BB"", ""Basketball""]",2947075
What is Willie McCarter's sport?,3,sport,"[""basketball"", ""hoops"", ""b-ball"", ""basket ball"", ""BB"", ""Basketball""]",2947075
What athletic activity is Willie McCarter associated with?,4,sport,"[""basketball"", ""hoops"", ""b-ball"", ""basket ball"", ""BB"", ""Basketball""]",2947075
What sport is Willie McCarter associated with?,5,sport,"[""basketball"", ""hoops"", ""b-ball"", ""basket ball"", ""BB"", ""Basketball""]",2947075
Willie McCarter is associated with what sport?,6,sport,"[""basketball"", ""hoops"", ""b-ball"", ""basket ball"", ""BB"", ""Basketball""]",2947075
What sport does Günter Kutowski play?,0,sport,"[""association football"", ""football"", ""soccer""]",6350574
What does Günter Kutowski play?,1,sport,"[""association football"", ""football"", ""soccer""]",6350574
Günter Kutowski plays what sport?,2,sport,"[""association football"", ""football"", ""soccer""]",6350574
What is Günter Kutowski's sport?,3,sport,"[""association football"", ""football"", ""soccer""]",6350574
What athletic activity is Günter Kutowski associated with?,4,sport,"[""association football"", ""football"", ""soccer""]",6350574
What sport is Günter Kutowski associated with?,5,sport,"[""association football"", ""football"", ""soccer""]",6350574
Günter Kutowski is associated with what sport?,6,sport,"[""association football"", ""football"", ""soccer""]",6350574
What sport does Birmingham City F.C. play?,0,sport,"[""association football"", ""football"", ""soccer""]",1505006
What does Birmingham City F.C. play?,1,sport,"[""association football"", ""football"", ""soccer""]",1505006
Birmingham City F.C. plays what sport?,2,sport,"[""association football"", ""football"", ""soccer""]",1505006
What is Birmingham City F.C.'s sport?,3,sport,"[""association football"", ""football"", ""soccer""]",1505006
What athletic activity is Birmingham City F.C. associated with?,4,sport,"[""association football"", ""football"", ""soccer""]",1505006
What sport is Birmingham City F.C. associated with?,5,sport,"[""association football"", ""football"", ""soccer""]",1505006
Birmingham City F.C. is associated with what sport?,6,sport,"[""association football"", ""football"", ""soccer""]",1505006
What sport does 1994 Swedish Open play?,0,sport,"[""tennis"", ""lawn tennis"", ""lawntennis""]",580445
What does 1994 Swedish Open play?,1,sport,"[""tennis"", ""lawn tennis"", ""lawntennis""]",580445
1994 Swedish Open plays what sport?,2,sport,"[""tennis"", ""lawn tennis"", ""lawntennis""]",580445
What is 1994 Swedish Open's sport?,3,sport,"[""tennis"", ""lawn tennis"", ""lawntennis""]",580445
What athletic activity is 1994 Swedish Open associated with?,4,sport,"[""tennis"", ""lawn tennis"", ""lawntennis""]",580445
What sport is 1994 Swedish Open associated with?,5,sport,"[""tennis"", ""lawn tennis"", ""lawntennis""]",580445
1994 Swedish Open is associated with what sport?,6,sport,"[""tennis"", ""lawn tennis"", ""lawntennis""]",580445
What sport does Josip Duvančić play?,0,sport,"[""association football"", ""football"", ""soccer""]",4764430
What does Josip Duvančić play?,1,sport,"[""association football"", ""football"", ""soccer""]",4764430
Josip Duvančić plays what sport?,2,sport,"[""association football"", ""football"", ""soccer""]",4764430
What is Josip Duvančić's sport?,3,sport,"[""association football"", ""football"", ""soccer""]",4764430
What athletic activity is Josip Duvančić associated with?,4,sport,"[""association football"", ""football"", ""soccer""]",4764430
What sport is Josip Duvančić associated with?,5,sport,"[""association football"", ""football"", ""soccer""]",4764430
Josip Duvančić is associated with what sport?,6,sport,"[""association football"", ""football"", ""soccer""]",4764430
What sport does Najeh Humoud play?,0,sport,"[""association football"", ""football"", ""soccer""]",5245572
What does Najeh Humoud play?,1,sport,"[""association football"", ""football"", ""soccer""]",5245572
Najeh Humoud plays what sport?,2,sport,"[""association football"", ""football"", ""soccer""]",5245572
What is Najeh Humoud's sport?,3,sport,"[""association football"", ""football"", ""soccer""]",5245572
What athletic activity is Najeh Humoud associated with?,4,sport,"[""association football"", ""football"", ""soccer""]",5245572
What sport is Najeh Humoud associated with?,5,sport,"[""association football"", ""football"", ""soccer""]",5245572
Najeh Humoud is associated with what sport?,6,sport,"[""association football"", ""football"", ""soccer""]",5245572
What sport does 2004 Legg Mason Tennis Classic play?,0,sport,"[""tennis"", ""lawn tennis"", ""lawntennis""]",2863715
What does 2004 Legg Mason Tennis Classic play?,1,sport,"[""tennis"", ""lawn tennis"", ""lawntennis""]",2863715
2004 Legg Mason Tennis Classic plays what sport?,2,sport,"[""tennis"", ""lawn tennis"", ""lawntennis""]",2863715
What is 2004 Legg Mason Tennis Classic's sport?,3,sport,"[""tennis"", ""lawn tennis"", ""lawntennis""]",2863715
What athletic activity is 2004 Legg Mason Tennis Classic associated with?,4,sport,"[""tennis"", ""lawn tennis"", ""lawntennis""]",2863715
What sport is 2004 Legg Mason Tennis Classic associated with?,5,sport,"[""tennis"", ""lawn tennis"", ""lawntennis""]",2863715
2004 Legg Mason Tennis Classic is associated with what sport?,6,sport,"[""tennis"", ""lawn tennis"", ""lawntennis""]",2863715
What sport does Dorus de Vries play?,0,sport,"[""association football"", ""football"", ""soccer""]",347023
What does Dorus de Vries play?,1,sport,"[""association football"", ""football"", ""soccer""]",347023
Dorus de Vries plays what sport?,2,sport,"[""association football"", ""football"", ""soccer""]",347023
What is Dorus de Vries's sport?,3,sport,"[""association football"", ""football"", ""soccer""]",347023
What athletic activity is Dorus de Vries associated with?,4,sport,"[""association football"", ""football"", ""soccer""]",347023
What sport is Dorus de Vries associated with?,5,sport,"[""association football"", ""football"", ""soccer""]",347023
Dorus de Vries is associated with what sport?,6,sport,"[""association football"", ""football"", ""soccer""]",347023
What sport does Luciano Vella play?,0,sport,"[""association football"", ""football"", ""soccer""]",2858802
What does Luciano Vella play?,1,sport,"[""association football"", ""football"", ""soccer""]",2858802
Luciano Vella plays what sport?,2,sport,"[""association football"", ""football"", ""soccer""]",2858802
What is Luciano Vella's sport?,3,sport,"[""association football"", ""football"", ""soccer""]",2858802
What athletic activity is Luciano Vella associated with?,4,sport,"[""association football"", ""football"", ""soccer""]",2858802
What sport is Luciano Vella associated with?,5,sport,"[""association football"", ""football"", ""soccer""]",2858802
Luciano Vella is associated with what sport?,6,sport,"[""association football"", ""football"", ""soccer""]",2858802
What sport does 1988–89 FA Cup Qualifying Rounds play?,0,sport,"[""association football"", ""football"", ""soccer""]",3152683
What does 1988–89 FA Cup Qualifying Rounds play?,1,sport,"[""association football"", ""football"", ""soccer""]",3152683
1988–89 FA Cup Qualifying Rounds plays what sport?,2,sport,"[""association football"", ""football"", ""soccer""]",3152683
What is 1988–89 FA Cup Qualifying Rounds's sport?,3,sport,"[""association football"", ""football"", ""soccer""]",3152683
What athletic activity is 1988–89 FA Cup Qualifying Rounds associated with?,4,sport,"[""association football"", ""football"", ""soccer""]",3152683
What sport is 1988–89 FA Cup Qualifying Rounds associated with?,5,sport,"[""association football"", ""football"", ""soccer""]",3152683
1988–89 FA Cup Qualifying Rounds is associated with what sport?,6,sport,"[""association football"", ""football"", ""soccer""]",3152683
What sport does Francisco Javier Lloret Martínez play?,0,sport,"[""association football"", ""football"", ""soccer""]",957958
What does Francisco Javier Lloret Martínez play?,1,sport,"[""association football"", ""football"", ""soccer""]",957958
Francisco Javier Lloret Martínez plays what sport?,2,sport,"[""association football"", ""football"", ""soccer""]",957958
What is Francisco Javier Lloret Martínez's sport?,3,sport,"[""association football"", ""football"", ""soccer""]",957958
What athletic activity is Francisco Javier Lloret Martínez associated with?,4,sport,"[""association football"", ""football"", ""soccer""]",957958
What sport is Francisco Javier Lloret Martínez associated with?,5,sport,"[""association football"", ""football"", ""soccer""]",957958
Francisco Javier Lloret Martínez is associated with what sport?,6,sport,"[""association football"", ""football"", ""soccer""]",957958
What sport does Brice Dulin play?,0,sport,"[""rugby union"", ""rugby""]",2225185
What does Brice Dulin play?,1,sport,"[""rugby union"", ""rugby""]",2225185
Brice Dulin plays what sport?,2,sport,"[""rugby union"", ""rugby""]",2225185
What is Brice Dulin's sport?,3,sport,"[""rugby union"", ""rugby""]",2225185
What athletic activity is Brice Dulin associated with?,4,sport,"[""rugby union"", ""rugby""]",2225185
What sport is Brice Dulin associated with?,5,sport,"[""rugby union"", ""rugby""]",2225185
Brice Dulin is associated with what sport?,6,sport,"[""rugby union"", ""rugby""]",2225185
What sport does Kasperi Kapanen play?,0,sport,"[""ice hockey""]",272387
What does Kasperi Kapanen play?,1,sport,"[""ice hockey""]",272387
Kasperi Kapanen plays what sport?,2,sport,"[""ice hockey""]",272387
What is Kasperi Kapanen's sport?,3,sport,"[""ice hockey""]",272387
What athletic activity is Kasperi Kapanen associated with?,4,sport,"[""ice hockey""]",272387
What sport is Kasperi Kapanen associated with?,5,sport,"[""ice hockey""]",272387
Kasperi Kapanen is associated with what sport?,6,sport,"[""ice hockey""]",272387
What sport does Valeri Zelepukin play?,0,sport,"[""ice hockey""]",1580690
What does Valeri Zelepukin play?,1,sport,"[""ice hockey""]",1580690
Valeri Zelepukin plays what sport?,2,sport,"[""ice hockey""]",1580690
What is Valeri Zelepukin's sport?,3,sport,"[""ice hockey""]",1580690
What athletic activity is Valeri Zelepukin associated with?,4,sport,"[""ice hockey""]",1580690
What sport is Valeri Zelepukin associated with?,5,sport,"[""ice hockey""]",1580690
Valeri Zelepukin is associated with what sport?,6,sport,"[""ice hockey""]",1580690
What sport does Eisstadion am Pulverturm play?,0,sport,"[""ice hockey""]",418831
What does Eisstadion am Pulverturm play?,1,sport,"[""ice hockey""]",418831
Eisstadion am Pulverturm plays what sport?,2,sport,"[""ice hockey""]",418831
What is Eisstadion am Pulverturm's sport?,3,sport,"[""ice hockey""]",418831
What athletic activity is Eisstadion am Pulverturm associated with?,4,sport,"[""ice hockey""]",418831
What sport is Eisstadion am Pulverturm associated with?,5,sport,"[""ice hockey""]",418831
Eisstadion am Pulverturm is associated with what sport?,6,sport,"[""ice hockey""]",418831
What sport does James Thomas play?,0,sport,"[""association football"", ""football"", ""soccer""]",2843096
What does James Thomas play?,1,sport,"[""association football"", ""football"", ""soccer""]",2843096
James Thomas plays what sport?,2,sport,"[""association football"", ""football"", ""soccer""]",2843096
What is James Thomas's sport?,3,sport,"[""association football"", ""football"", ""soccer""]",2843096
What athletic activity is James Thomas associated with?,4,sport,"[""association football"", ""football"", ""soccer""]",2843096
What sport is James Thomas associated with?,5,sport,"[""association football"", ""football"", ""soccer""]",2843096
James Thomas is associated with what sport?,6,sport,"[""association football"", ""football"", ""soccer""]",2843096
What sport does Wong Pei Tty play?,0,sport,"[""badminton""]",3048391
What does Wong Pei Tty play?,1,sport,"[""badminton""]",3048391
Wong Pei Tty plays what sport?,2,sport,"[""badminton""]",3048391
What is Wong Pei Tty's sport?,3,sport,"[""badminton""]",3048391
What athletic activity is Wong Pei Tty associated with?,4,sport,"[""badminton""]",3048391
What sport is Wong Pei Tty associated with?,5,sport,"[""badminton""]",3048391
Wong Pei Tty is associated with what sport?,6,sport,"[""badminton""]",3048391
What sport does Alain Laurier play?,0,sport,"[""association football"", ""football"", ""soccer""]",2154635
What does Alain Laurier play?,1,sport,"[""association football"", ""football"", ""soccer""]",2154635
Alain Laurier plays what sport?,2,sport,"[""association football"", ""football"", ""soccer""]",2154635
What is Alain Laurier's sport?,3,sport,"[""association football"", ""football"", ""soccer""]",2154635
What athletic activity is Alain Laurier associated with?,4,sport,"[""association football"", ""football"", ""soccer""]",2154635
What sport is Alain Laurier associated with?,5,sport,"[""association football"", ""football"", ""soccer""]",2154635
Alain Laurier is associated with what sport?,6,sport,"[""association football"", ""football"", ""soccer""]",2154635
What sport does Francisco David González Borges play?,0,sport,"[""association football"", ""football"", ""soccer""]",6289083
What does Francisco David González Borges play?,1,sport,"[""association football"", ""football"", ""soccer""]",6289083
Francisco David González Borges plays what sport?,2,sport,"[""association football"", ""football"", ""soccer""]",6289083
What is Francisco David González Borges's sport?,3,sport,"[""association football"", ""football"", ""soccer""]",6289083
What athletic activity is Francisco David González Borges associated with?,4,sport,"[""association football"", ""football"", ""soccer""]",6289083
What sport is Francisco David González Borges associated with?,5,sport,"[""association football"", ""football"", ""soccer""]",6289083
Francisco David González Borges is associated with what sport?,6,sport,"[""association football"", ""football"", ""soccer""]",6289083
What sport does 1989–90 1. Slovenská národná hokejová liga season play?,0,sport,"[""ice hockey""]",1246258
What does 1989–90 1. Slovenská národná hokejová liga season play?,1,sport,"[""ice hockey""]",1246258
1989–90 1. Slovenská národná hokejová liga season plays what sport?,2,sport,"[""ice hockey""]",1246258
What is 1989–90 1. Slovenská národná hokejová liga season's sport?,3,sport,"[""ice hockey""]",1246258
What athletic activity is 1989–90 1. Slovenská národná hokejová liga season associated with?,4,sport,"[""ice hockey""]",1246258
What sport is 1989–90 1. Slovenská národná hokejová liga season associated with?,5,sport,"[""ice hockey""]",1246258
1989–90 1. Slovenská národná hokejová liga season is associated with what sport?,6,sport,"[""ice hockey""]",1246258
What sport does Simon Tahamata play?,0,sport,"[""association football"", ""football"", ""soccer""]",535092
What does Simon Tahamata play?,1,sport,"[""association football"", ""football"", ""soccer""]",535092
Simon Tahamata plays what sport?,2,sport,"[""association football"", ""football"", ""soccer""]",535092
What is Simon Tahamata's sport?,3,sport,"[""association football"", ""football"", ""soccer""]",535092
What athletic activity is Simon Tahamata associated with?,4,sport,"[""association football"", ""football"", ""soccer""]",535092
What sport is Simon Tahamata associated with?,5,sport,"[""association football"", ""football"", ""soccer""]",535092
Simon Tahamata is associated with what sport?,6,sport,"[""association football"", ""football"", ""soccer""]",535092
What sport does 1923 in Brazilian football play?,0,sport,"[""association football"", ""football"", ""soccer""]",3135573
What does 1923 in Brazilian football play?,1,sport,"[""association football"", ""football"", ""soccer""]",3135573
1923 in Brazilian football plays what sport?,2,sport,"[""association football"", ""football"", ""soccer""]",3135573
What is 1923 in Brazilian football's sport?,3,sport,"[""association football"", ""football"", ""soccer""]",3135573
What athletic activity is 1923 in Brazilian football associated with?,4,sport,"[""association football"", ""football"", ""soccer""]",3135573
What sport is 1923 in Brazilian football associated with?,5,sport,"[""association football"", ""football"", ""soccer""]",3135573
1923 in Brazilian football is associated with what sport?,6,sport,"[""association football"", ""football"", ""soccer""]",3135573
What sport does Ye Zhibin play?,0,sport,"[""association football"", ""football"", ""soccer""]",6225078
What does Ye Zhibin play?,1,sport,"[""association football"", ""football"", ""soccer""]",6225078
Ye Zhibin plays what sport?,2,sport,"[""association football"", ""football"", ""soccer""]",6225078
What is Ye Zhibin's sport?,3,sport,"[""association football"", ""football"", ""soccer""]",6225078
What athletic activity is Ye Zhibin associated with?,4,sport,"[""association football"", ""football"", ""soccer""]",6225078
What sport is Ye Zhibin associated with?,5,sport,"[""association football"", ""football"", ""soccer""]",6225078
Ye Zhibin is associated with what sport?,6,sport,"[""association football"", ""football"", ""soccer""]",6225078
What sport does Dipu Ghosh play?,0,sport,"[""badminton""]",323747
What does Dipu Ghosh play?,1,sport,"[""badminton""]",323747
Dipu Ghosh plays what sport?,2,sport,"[""badminton""]",323747
What is Dipu Ghosh's sport?,3,sport,"[""badminton""]",323747
What athletic activity is Dipu Ghosh associated with?,4,sport,"[""badminton""]",323747
What sport is Dipu Ghosh associated with?,5,sport,"[""badminton""]",323747
Dipu Ghosh is associated with what sport?,6,sport,"[""badminton""]",323747
What sport does Matteo Pivotto play?,0,sport,"[""association football"", ""football"", ""soccer""]",2876696
What does Matteo Pivotto play?,1,sport,"[""association football"", ""football"", ""soccer""]",2876696
Matteo Pivotto plays what sport?,2,sport,"[""association football"", ""football"", ""soccer""]",2876696
What is Matteo Pivotto's sport?,3,sport,"[""association football"", ""football"", ""soccer""]",2876696
What athletic activity is Matteo Pivotto associated with?,4,sport,"[""association football"", ""football"", ""soccer""]",2876696
What sport is Matteo Pivotto associated with?,5,sport,"[""association football"", ""football"", ""soccer""]",2876696
Matteo Pivotto is associated with what sport?,6,sport,"[""association football"", ""football"", ""soccer""]",2876696
What sport does earned run average play?,0,sport,"[""baseball"", ""America's pastime"", ""⚾""]",211746
What does earned run average play?,1,sport,"[""baseball"", ""America's pastime"", ""⚾""]",211746
earned run average plays what sport?,2,sport,"[""baseball"", ""America's pastime"", ""⚾""]",211746
What is earned run average's sport?,3,sport,"[""baseball"", ""America's pastime"", ""⚾""]",211746
What athletic activity is earned run average associated with?,4,sport,"[""baseball"", ""America's pastime"", ""⚾""]",211746
What sport is earned run average associated with?,5,sport,"[""baseball"", ""America's pastime"", ""⚾""]",211746
earned run average is associated with what sport?,6,sport,"[""baseball"", ""America's pastime"", ""⚾""]",211746
What sport does Imbi Hoop play?,0,sport,"[""association football"", ""football"", ""soccer""]",580143
What does Imbi Hoop play?,1,sport,"[""association football"", ""football"", ""soccer""]",580143
Imbi Hoop plays what sport?,2,sport,"[""association football"", ""football"", ""soccer""]",580143
What is Imbi Hoop's sport?,3,sport,"[""association football"", ""football"", ""soccer""]",580143
What athletic activity is Imbi Hoop associated with?,4,sport,"[""association football"", ""football"", ""soccer""]",580143
What sport is Imbi Hoop associated with?,5,sport,"[""association football"", ""football"", ""soccer""]",580143
Imbi Hoop is associated with what sport?,6,sport,"[""association football"", ""football"", ""soccer""]",580143
What sport does Gerd Schwidrowski play?,0,sport,"[""association football"", ""football"", ""soccer""]",4232627
What does Gerd Schwidrowski play?,1,sport,"[""association football"", ""football"", ""soccer""]",4232627
Gerd Schwidrowski plays what sport?,2,sport,"[""association football"", ""football"", ""soccer""]",4232627
What is Gerd Schwidrowski's sport?,3,sport,"[""association football"", ""football"", ""soccer""]",4232627
What athletic activity is Gerd Schwidrowski associated with?,4,sport,"[""association football"", ""football"", ""soccer""]",4232627
What sport is Gerd Schwidrowski associated with?,5,sport,"[""association football"", ""football"", ""soccer""]",4232627
Gerd Schwidrowski is associated with what sport?,6,sport,"[""association football"", ""football"", ""soccer""]",4232627
What sport does 2014 Powiat Poznański Open play?,0,sport,"[""tennis"", ""lawn tennis"", ""lawntennis""]",1214123
What does 2014 Powiat Poznański Open play?,1,sport,"[""tennis"", ""lawn tennis"", ""lawntennis""]",1214123
2014 Powiat Poznański Open plays what sport?,2,sport,"[""tennis"", ""lawn tennis"", ""lawntennis""]",1214123
What is 2014 Powiat Poznański Open's sport?,3,sport,"[""tennis"", ""lawn tennis"", ""lawntennis""]",1214123
What athletic activity is 2014 Powiat Poznański Open associated with?,4,sport,"[""tennis"", ""lawn tennis"", ""lawntennis""]",1214123
What sport is 2014 Powiat Poznański Open associated with?,5,sport,"[""tennis"", ""lawn tennis"", ""lawntennis""]",1214123
2014 Powiat Poznański Open is associated with what sport?,6,sport,"[""tennis"", ""lawn tennis"", ""lawntennis""]",1214123
What sport does 1997 Conference USA Baseball Tournament play?,0,sport,"[""baseball"", ""America's pastime"", ""⚾""]",3158009
What does 1997 Conference USA Baseball Tournament play?,1,sport,"[""baseball"", ""America's pastime"", ""⚾""]",3158009
1997 Conference USA Baseball Tournament plays what sport?,2,sport,"[""baseball"", ""America's pastime"", ""⚾""]",3158009
What is 1997 Conference USA Baseball Tournament's sport?,3,sport,"[""baseball"", ""America's pastime"", ""⚾""]",3158009
What athletic activity is 1997 Conference USA Baseball Tournament associated with?,4,sport,"[""baseball"", ""America's pastime"", ""⚾""]",3158009
What sport is 1997 Conference USA Baseball Tournament associated with?,5,sport,"[""baseball"", ""America's pastime"", ""⚾""]",3158009
1997 Conference USA Baseball Tournament is associated with what sport?,6,sport,"[""baseball"", ""America's pastime"", ""⚾""]",3158009
What sport does Vasili Penyasov play?,0,sport,"[""association football"", ""football"", ""soccer""]",6095709
What does Vasili Penyasov play?,1,sport,"[""association football"", ""football"", ""soccer""]",6095709
Vasili Penyasov plays what sport?,2,sport,"[""association football"", ""football"", ""soccer""]",6095709
What is Vasili Penyasov's sport?,3,sport,"[""association football"", ""football"", ""soccer""]",6095709
What athletic activity is Vasili Penyasov associated with?,4,sport,"[""association football"", ""football"", ""soccer""]",6095709
What sport is Vasili Penyasov associated with?,5,sport,"[""association football"", ""football"", ""soccer""]",6095709
Vasili Penyasov is associated with what sport?,6,sport,"[""association football"", ""football"", ""soccer""]",6095709
What sport does Andrei Bogomolov play?,0,sport,"[""association football"", ""football"", ""soccer""]",3325778
What does Andrei Bogomolov play?,1,sport,"[""association football"", ""football"", ""soccer""]",3325778
Andrei Bogomolov plays what sport?,2,sport,"[""association football"", ""football"", ""soccer""]",3325778
What is Andrei Bogomolov's sport?,3,sport,"[""association football"", ""football"", ""soccer""]",3325778
What athletic activity is Andrei Bogomolov associated with?,4,sport,"[""association football"", ""football"", ""soccer""]",3325778
What sport is Andrei Bogomolov associated with?,5,sport,"[""association football"", ""football"", ""soccer""]",3325778
Andrei Bogomolov is associated with what sport?,6,sport,"[""association football"", ""football"", ""soccer""]",3325778
What sport does Roberto Nani play?,0,sport,"[""alpine skiing""]",5917724
What does Roberto Nani play?,1,sport,"[""alpine skiing""]",5917724
Roberto Nani plays what sport?,2,sport,"[""alpine skiing""]",5917724
What is Roberto Nani's sport?,3,sport,"[""alpine skiing""]",5917724
What athletic activity is Roberto Nani associated with?,4,sport,"[""alpine skiing""]",5917724
What sport is Roberto Nani associated with?,5,sport,"[""alpine skiing""]",5917724
Roberto Nani is associated with what sport?,6,sport,"[""alpine skiing""]",5917724
What sport does Márcio Bittencourt play?,0,sport,"[""association football"", ""football"", ""soccer""]",6414657
What does Márcio Bittencourt play?,1,sport,"[""association football"", ""football"", ""soccer""]",6414657
Márcio Bittencourt plays what sport?,2,sport,"[""association football"", ""football"", ""soccer""]",6414657
What is Márcio Bittencourt's sport?,3,sport,"[""association football"", ""football"", ""soccer""]",6414657
What athletic activity is Márcio Bittencourt associated with?,4,sport,"[""association football"", ""football"", ""soccer""]",6414657
What sport is Márcio Bittencourt associated with?,5,sport,"[""association football"", ""football"", ""soccer""]",6414657
Márcio Bittencourt is associated with what sport?,6,sport,"[""association football"", ""football"", ""soccer""]",6414657
What sport does Dumitru Hubert play?,0,sport,"[""bobsleigh"", ""bobsledding"", ""bobsled"", ""bobsleighing"", ""Bobsled""]",2023102
What does Dumitru Hubert play?,1,sport,"[""bobsleigh"", ""bobsledding"", ""bobsled"", ""bobsleighing"", ""Bobsled""]",2023102
Dumitru Hubert plays what sport?,2,sport,"[""bobsleigh"", ""bobsledding"", ""bobsled"", ""bobsleighing"", ""Bobsled""]",2023102
What is Dumitru Hubert's sport?,3,sport,"[""bobsleigh"", ""bobsledding"", ""bobsled"", ""bobsleighing"", ""Bobsled""]",2023102
What athletic activity is Dumitru Hubert associated with?,4,sport,"[""bobsleigh"", ""bobsledding"", ""bobsled"", ""bobsleighing"", ""Bobsled""]",2023102
What sport is Dumitru Hubert associated with?,5,sport,"[""bobsleigh"", ""bobsledding"", ""bobsled"", ""bobsleighing"", ""Bobsled""]",2023102
Dumitru Hubert is associated with what sport?,6,sport,"[""bobsleigh"", ""bobsledding"", ""bobsled"", ""bobsleighing"", ""Bobsled""]",2023102
What sport does James MacKenzie play?,0,sport,"[""rugby union"", ""rugby""]",2396260
What does James MacKenzie play?,1,sport,"[""rugby union"", ""rugby""]",2396260
James MacKenzie plays what sport?,2,sport,"[""rugby union"", ""rugby""]",2396260
What is James MacKenzie's sport?,3,sport,"[""rugby union"", ""rugby""]",2396260
What athletic activity is James MacKenzie associated with?,4,sport,"[""rugby union"", ""rugby""]",2396260
What sport is James MacKenzie associated with?,5,sport,"[""rugby union"", ""rugby""]",2396260
James MacKenzie is associated with what sport?,6,sport,"[""rugby union"", ""rugby""]",2396260
What sport does Friedhelm Konietzka play?,0,sport,"[""association football"", ""football"", ""soccer""]",3451987
